track,safety_car,position,tyre,tyre_degradation,gap1,gap2,gap3,last_lap_time,action,reward,next_track,next_safety_car,next_position,next_tyre,next_tyre_degradation,next_gap1,next_gap2,next_gap3,next_last_lap_time,done
0.0,0.0,2.0,2.0,1.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,3,1,0.0,0.0,2.0,2.0,1.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,1,1,0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,2.0,1.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,3,1,0.0,0.0,2.0,2.0,1.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,2.0,1.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0,1,0.0,0.0,2.0,2.0,1.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,1,1,0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,1,1,0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0,1,0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,1.0,0.5,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,2,1,0.0,0.0,2.0,1.0,0.5,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,1,1,0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,1,1,0.0,0.0,2.0,0.0,0.0,0.8440942946879157,0.3364014671698411,0.32983660611135923,1.3269647517833776,0
